pmid	geneId	diseaseId	gene_name	disease_name	label	pred	prob	is_confilct	r1_label	comment	sure	Ann error (GD/ikrm)	Complex(m, M, L, n,  S, C)	Have -	Have +	S no strong	In which snt (0, e, 1, m, bg|d)	snt
18550062	183	D017544	Angiotensin II | angiotensin II	abdominal aortic aneurysm	0	0	0.00758307334	0										
18550062	185	D017544	AT1R	abdominal aortic aneurysm	1	0	0.05484467372	1	0					1			m	A significant difference in genotype distribution and allele frequency between patients and controls was found for ACE, but not for AT1R and TGFBR1 polymorphisms.
18550062	7046	D017544	TGFBR1	abdominal aortic aneurysm	1	1	0.746533215	0										
18550062	7048	D017544	TGFBR2	abdominal aortic aneurysm	1	0	0.006802358665	1	0									
18551041	5739	D006965	PTGIR | prostacyclin receptor	hyperplasia	1	1	0.9777401686	0										
18551041	5739	D007249	PTGIR | prostacyclin receptor	inflammation	0	1	0.6387636065	1	0									
18551041	5739	D012735	PTGIR | prostacyclin receptor	dysfunctional	0	0	0.07364362478	0										
18551041	5739	D014652	PTGIR | prostacyclin receptor	vascular disease | vascular dysfunction	0	1	0.9701018929	1	0	eg many ann, using PTC to visualize								
18551041	5739	D014842	PTGIR | prostacyclin receptor	von Willebrand	0	0	0.009556627832	0										
18551041	5739	D020246	PTGIR | prostacyclin receptor	deep vein thrombosis | venous thrombosis	1	1	0.9911523461	0										
18551041	6403	D006965	P-selectin	hyperplasia	0	0	0.004245609045	0										
18551041	6403	D007249	P-selectin	inflammation	0	0	0.003582005389	0										
18551041	6403	D012735	P-selectin	dysfunctional	0	0	0.002990442328	0										
18551041	6403	D014652	P-selectin	vascular disease | vascular dysfunction	0	0	0.01158978883	0										
18551041	6403	D014842	P-selectin	von Willebrand	0	0	0.0053291535	0										
18551041	6403	D020246	P-selectin	deep vein thrombosis | venous thrombosis	0	0	0.01324917842	0										
18580587	348	D000544	APOE | apolipoprotein E	AD | AD neuropathologic | AD neuropathologic criteria | Alzheimer disease	1	1	0.9940027595	0										
18580587	348	D003704	APOE | apolipoprotein E	dementia	0	0	0.004685385618	0										
18580587	348	D017887	APOE | apolipoprotein E	longitudinal	0	0	0.00424103532	0										
18580587	348	D018288	APOE | apolipoprotein E	Small HC	0	0	0.004487779457	0										
18583877	7422	D015179	VEGF | vascular endothelial growth factor	colorectal cancer	1	1	0.9939012527	0										
18590468	1543	D006258	CYP1A1	head and neck cancer | head and neck cancers | neck cancer	1	1	0.7874614596	0										
18590468	1543	D009369	CYP1A1	cancer | neoplasms	0	0	0.003221822903	0										
18590468	2944	D006258	GSTM1 | glutathione S-transferase M1 and cytochrome P450 1A1	head and neck cancer | head and neck cancers | neck cancer	1	1	0.9862530828	0										
18590468	2944	D009369	GSTM1 | glutathione S-transferase M1 and cytochrome P450 1A1	cancer | neoplasms	0	0	0.01422820892	0										
18590468	2950	D006258	GSTP1	head and neck cancer | head and neck cancers | neck cancer	1	0	0.3546320498	1	1				C				m	The estimated head and neck cancer risk for the combination of either CYP1A1 Ile462Val or CYP1A1 Val462Val genotype with either GSTP1 Ile105Val or Val105Val genotype
18590468	2950	D009369	GSTP1	cancer | neoplasms	0	0	0.01448054705	0										
18590468	2952	D006258	GSTT1	head and neck cancer | head and neck cancers | neck cancer	1	1	0.7474917173	0										
18590468	2952	D009369	GSTT1	cancer | neoplasms	0	0	0.008597061038	0										
18590468	373156	D006258	GST | glutathione S-transferase	head and neck cancer | head and neck cancers | neck cancer	0	0	0.008099060506	0										
18590468	373156	D009369	GST | glutathione S-transferase	cancer | neoplasms	0	0	0.003088520141	0										
18590468	4051	D006258	CYP | Cytochrome P450	head and neck cancer | head and neck cancers | neck cancer	0	0	0.007912814617	0										
18590468	4051	D009369	CYP | Cytochrome P450	cancer | neoplasms	0	0	0.002746101702	0										
18604206	1857	D052177	Dishevelled	cystic diseases | cystic kidney disease	0	0	0.01090887003	0										
18604206	1857	D058495	Dishevelled	Drosophila PCP proteins	0	0	0.007864262909	0										
18604206	24147	D052177	Four-jointed	cystic diseases | cystic kidney disease	0	0	0.006572815124	0										
18604206	24147	D058495	Four-jointed	Drosophila PCP proteins	0	0	0.01884939894	0										
18604206	45343	D052177	Prickle	cystic diseases | cystic kidney disease	0	0	0.007527868729	0										
18604206	45343	D058495	Prickle	Drosophila PCP proteins	0	0	0.005551885813	0										
18604206	79633	D052177	Fat4	cystic diseases | cystic kidney disease	1	1	0.9901757836	0										
18604206	79633	D058495	Fat4	Drosophila PCP proteins	0	0	0.01713837869	0										
18604206	81839	D052177	Van Gogh	cystic diseases | cystic kidney disease	0	0	0.008692220785	0										
18604206	81839	D058495	Van Gogh	Drosophila PCP proteins	0	0	0.006383737084	0										
18604206	8642	D052177	Dachsous	cystic diseases | cystic kidney disease	0	0	0.006506297272	0										
18604206	8642	D058495	Dachsous	Drosophila PCP proteins	0	0	0.01245286036	0										
18645269	1027	D011471	CDKN1B	localized prostate cancer | prostate cancer	1	1	0.9946799874	0										
18645269	10534	D011471	p27	localized prostate cancer | prostate cancer	0	0	0.02883563749	0										
18660546	406938	D001943	miR-146a	Breast cancer | familial breast cancer	0	0	0.03687464818	0										
18660546	406938	D010051	miR-146a	familial ovarian cancer | ovarian cancer	1	1	0.5918899775	0										
18660546	406938	D061325	miR-146a	breast and ovarian cancer | breast and/or ovarian cancer | breast/ovarian cancer | familial breast and ovarian cancers | familial breast/ovarian cancer	0	1	0.9937728047	1	1		1	Di					e	our data suggest that breast/ovarian cancer patients with variant C allele miR-146a may have high levels of mature miR-146 and that these variants predispose them to an earlier age of onset of familial breast and ovarian cancers.
18660546	672	D001943	BRCA1	Breast cancer | familial breast cancer	0	0	0.004544029478	0										
18660546	672	D010051	BRCA1	familial ovarian cancer | ovarian cancer	0	0	0.004419003613	0										
18660546	672	D061325	BRCA1	breast and ovarian cancer | breast and/or ovarian cancer | breast/ovarian cancer | familial breast and ovarian cancers | familial breast/ovarian cancer	0	0	0.2033165097	0										
18660546	675	D001943	BRCA2	Breast cancer | familial breast cancer	0	0	0.003142574336	0										
18660546	675	D010051	BRCA2	familial ovarian cancer | ovarian cancer	0	0	0.003129473189	0										
18660546	675	D061325	BRCA2	breast and ovarian cancer | breast and/or ovarian cancer | breast/ovarian cancer | familial breast and ovarian cancers | familial breast/ovarian cancer	0	0	0.04319871217	0										
18722801	11315	D010300	DJ-1	Parkinson's disease | parkinsonian	1	1	0.9725044966	0	1		1						e	DJ-1 are a cause, even if rare, of early-onset Parkinson's disease.
18722801	11315	D010302	DJ-1	parkinsonism	0	1	0.9620099068	1	1		1						e	DJ-1 are a cause, even if rare, of early-onset Parkinson's disease.
18728071	6925	C537403	TCF4 | transcription factor 4	Pitt-Hopkins syndrome	0	1	0.972540617	1	1								1bg	Haploinsufficiency of the gene encoding for transcription factor 4 (TCF4) was recently identified as the underlying cause of Pitt-Hopkins syndrome (PTHS)
18728071	6925	D004417	TCF4 | transcription factor 4	breathing anomalies	0	0	0.03233809397	0	1				M			1	m	In total, 16 novel mutations were identified. All of these proven patients were severely mentally retarded and showed a distinct facial gestalt. In addition, 56% had breathing anomalies, 56% had microcephaly, 38% had seizures and 44% had MRI anomalies.
18728071	6925	D008607	TCF4 | transcription factor 4	mental retardation | mental-retardation syndrome | mentally retarded	0	1	0.9809609652	1	1				M			1	m	In total, 16 novel mutations were identified. All of these proven patients were severely mentally retarded and showed a distinct facial gestalt. In addition, 56% had breathing anomalies, 56% had microcephaly, 38% had seizures and 44% had MRI anomalies.
18728071	6925	D008831	TCF4 | transcription factor 4	microcephaly	1	0	0.006551459432	1	1				M			1	m	In total, 16 novel mutations were identified. All of these proven patients were severely mentally retarded and showed a distinct facial gestalt. In addition, 56% had breathing anomalies, 56% had microcephaly, 38% had seizures and 44% had MRI anomalies.
18728071	6925	D012640	TCF4 | transcription factor 4	seizures	1	0	0.006795136724	1	1				M			1	m	In total, 16 novel mutations were identified. All of these proven patients were severely mentally retarded and showed a distinct facial gestalt. In addition, 56% had breathing anomalies, 56% had microcephaly, 38% had seizures and 44% had MRI anomalies.
18728071	6925	D058495	TCF4 | transcription factor 4	Haploinsufficiency	0	0	0.01049660612	0										
18761744	3356	D001791	serotonin 2A receptor | serotonin 5-HT2A receptor	Platelet aggregation | platelet aggregation	0	0	0.06542814523	0										
18761744	3356	D005355	serotonin 2A receptor | serotonin 5-HT2A receptor	fibrosis	0	0	0.01194965839	0										
18761744	3356	D012595	serotonin 2A receptor | serotonin 5-HT2A receptor	scleroderma | systemic sclerosis	1	1	0.9747505784	0										
18762705	23171	D030342	GPD1L	inherited arrhythmic disorder	0	0	0.02028211579	0										
18762705	23171	D053840	GPD1L	Brugada syndrome	1	1	0.974709928	0										
18762705	2819	D030342	glycerol-3 phosphate dehydrogenase-1	inherited arrhythmic disorder	0	0	0.01546388678	0										
18762705	2819	D053840	glycerol-3 phosphate dehydrogenase-1	Brugada syndrome	0	1	0.6913690567	1	0.5				n			1	m	1 synonymous mutation was identified, as well as 1 intronic variant, both of which were absent in 220 control alleles.
18762705	6331	D030342	SCN5A	inherited arrhythmic disorder	0	0	0.003970624879	0										
18762705	6331	D053840	SCN5A	Brugada syndrome	0	0	0.01565586589	0	1	only							1bg	Brugada syndrome is an inherited arrhythmic disorder, and mutations in the SCN5A gene, encoding cardiac sodium channels, are identified in approximately 15% of cases.
18763293	125	D015179	ADH2 | alcohol dehydrogenase 2	colorectal cancer	1	1	0.9697681665	0										
18763293	217	D015179	ALDH2 | aldehyde dehydrogenase 2	colorectal cancer	1	1	0.987603128	0										
18799289	4762	D003072	NEUROG1 | Neurod3 | Neurogenin1 | Ngn1	cognitive abilities | cognitive deficits	0	1	0.9903684855	1	1				M				e	rs2344484-C-allele may affect NEUROG1's role in transcription regulation such that brain morphology and cognitive abilities are altered resulting in increased susceptibility to develop schizophrenia.
18799289	4762	D011618	NEUROG1 | Neurod3 | Neurogenin1 | Ngn1	schizophrenia or schizoaffective disorder	0	0	0.02574066631	0										
18799289	4762	D012559	NEUROG1 | Neurod3 | Neurogenin1 | Ngn1	schizophrenia	1	1	0.9926149845	0										
18801688	3119	D001172	DQB1	RA | Rheumatoid arthritis | rheumatoid arthritis	1	1	0.8445150852	0										
18801688	3119	D001327	DQB1	autoimmune multifactorial disease	0	0	0.00429309113	0										
18801688	3123	D001172	DRB1	RA | Rheumatoid arthritis | rheumatoid arthritis	1	1	0.9892705679	0										
18801688	3123	D001327	DRB1	autoimmune multifactorial disease	0	0	0.005879384931	0										
18827005	5251	D001847	PHEX	bone deformities	0	0	0.01381805725	0										
18827005	5251	D006130	PHEX	growth defects	0	0	0.00508428039	0										
18827005	5251	D053098	PHEX	X-linked hypophosphatemic rickets	0	0	0.003950424492	0										
18827005	5251	D063730	PHEX	hypophosphatemic rickets	0	0	0.00962021295	0										
18827005	7421	D001847	VDR | Vitamin D receptor | vitamin D receptor	bone deformities	0	1	0.6453126669	1	0									
18827005	7421	D006130	VDR | Vitamin D receptor | vitamin D receptor	growth defects	0	0	0.03779921308	0										
18827005	7421	D053098	VDR | Vitamin D receptor | vitamin D receptor	X-linked hypophosphatemic rickets	1	0	0.01750466041	1	0									
18827005	7421	D063730	VDR | Vitamin D receptor | vitamin D receptor	hypophosphatemic rickets	0	1	0.9815143943	1	1		1						0	Vitamin D receptor genotype in hypophosphatemic rickets as a predictor of growth and response to treatment.
18827005	8074	D001847	FGF23	bone deformities	0	0	0.01456167363	0										
18827005	8074	D006130	FGF23	growth defects	0	0	0.005120550748	0										
18827005	8074	D053098	FGF23	X-linked hypophosphatemic rickets	0	0	0.003944496159	0										
18827005	8074	D063730	FGF23	hypophosphatemic rickets	0	0	0.008288862184	0										
18827005	9001	D001847	Hap1	bone deformities	0	0	0.09829355776	0										
18827005	9001	D006130	Hap1	growth defects	0	0	0.1518009007	0										
18827005	9001	D053098	Hap1	X-linked hypophosphatemic rickets	0	0	0.007137687877	0										
18827005	9001	D063730	Hap1	hypophosphatemic rickets	0	0	0.01627646759	0										
18827765	1565	D001480	CYP 2D6 | CYP2D6 | cytochrome P450 2D6	extrapyramidal symptoms	1	1	0.9870157242	0										
18827765	1565	D011618	CYP 2D6 | CYP2D6 | cytochrome P450 2D6	schizophrenia or schizoaffective disorder	0	0	0.07670902461	0										
18827765	1565	D012559	CYP 2D6 | CYP2D6 | cytochrome P450 2D6	schizophrenia	0	1	0.8881087303	1	1				n			1	e	The aim of the presentation was to evaluate the impact of CYP2D6 genotype on psychopathological and extrapyramidal symptoms in a group of Slovenian outpatients with schizophrenia or schizoaffective disorder in stable remission, who were receiving long-term maintenance therapy.
18832463	54658	D003414	UDP-glucuronosyltransferase 1A1 | UGT1A1	unconjugated hyperbilirubinemia	0	1	0.5952212811	1	0									
18832463	54658	D005878	UDP-glucuronosyltransferase 1A1 | UGT1A1	Gilbert's syndrome	1	1	0.9824565649	0										
18832463	54658	D007565	UDP-glucuronosyltransferase 1A1 | UGT1A1	jaundice	0	0	0.1442522407	0										
18832463	54658	D064420	UDP-glucuronosyltransferase 1A1 | UGT1A1	toxicity	0	0	0.04307828099	0										
18832463	7361	D003414	UGT1A	unconjugated hyperbilirubinemia	0	0	0.005758848507	0										
18832463	7361	D005878	UGT1A	Gilbert's syndrome	0	0	0.0214366056	0										
18832463	7361	D007565	UGT1A	jaundice	0	0	0.003275475465	0										
18832463	7361	D064420	UGT1A	toxicity	0	0	0.002797438297	0										
18838388	3123	C538347	HLA-DRB1	RF	0	0	0.01820327714	0										
18838388	3123	D001172	HLA-DRB1	RA | rheumatoid arthritis	1	0	0.01431110408	1	0									
18838388	3123	D007249	HLA-DRB1	inflammation	0	0	0.02724902332	0										
18838388	3552	C538347	IL-1 | IL-1A | Interleukin-1	RF	0	0	0.08958101273	0										
18838388	3552	D001172	IL-1 | IL-1A | Interleukin-1	RA | rheumatoid arthritis	1	1	0.8692640662	0										
18838388	3552	D007249	IL-1 | IL-1A | Interleukin-1	inflammation	0	1	0.9401473999	1	1	only							1bg	IL-1 has a central role mediating inflammation and joint destruction in RA.
18838388	3553	C538347	IL-1B	RF	0	0	0.007091034669	0										
18838388	3553	D001172	IL-1B	RA | rheumatoid arthritis	1	1	0.9926958084	0										
18838388	3553	D007249	IL-1B	inflammation	0	0	0.1769887805	0										
18855532	1812	D009459	DRD1	neuroleptic-naive schizophrenia	0	0	0.005409733858	0										
18855532	1812	D012559	DRD1	schizophrenia	1	0	0.05984340981	1	0									
18855532	1813	D009459	DRD2	neuroleptic-naive schizophrenia	0	0	0.006533180363	0										
18855532	1813	D012559	DRD2	schizophrenia	0	0	0.08822464943	0	1		1				1		e	These data suggest that the SNPs in DRD2 and AKT1 may influence the treatment response to risperidone in schizophrenia patients.
18855532	1816	D009459	DRD5	neuroleptic-naive schizophrenia	0	0	0.005205818452	0										
18855532	1816	D012559	DRD5	schizophrenia	1	0	0.04361004755	1	0									
18855532	207	D009459	AKT1	neuroleptic-naive schizophrenia	0	0	0.01454988867	0										
18855532	207	D012559	AKT1	schizophrenia	1	1	0.9163728356	0	1		1				1		e	These data suggest that the SNPs in DRD2 and AKT1 may influence the treatment response to risperidone in schizophrenia patients.
18855532	2932	D009459	GSK3beta	neuroleptic-naive schizophrenia	0	0	0.005631402601	0										
18855532	2932	D012559	GSK3beta	schizophrenia	1	0	0.1619657725	1	0									
18855532	3350	D009459	HTR1A	neuroleptic-naive schizophrenia	0	0	0.005770042073	0										
18855532	3350	D012559	HTR1A	schizophrenia	1	0	0.3601952791	1	0									
18855532	3351	D009459	HTR1B	neuroleptic-naive schizophrenia	0	0	0.005318404175	0										
